id1,id2,similarity,relatedness,contextual_similarity,FT-cbow,FT-SG,w2v-SG,w2v-cbow,Path-based,LV,NW
olive,darkred,0.077,0.5787,NAN,0.45,0.69,0.75,0.24,0.88,0.14,0.43
selectAnchor,anchorName,0.35,0.7391,NAN,0.6,0.73,0.77,0.43,0.99,0.08,0.46
names,filenames,0.625,0.7827,0.7983,0.62,0.64,0.5,0.1,0.78,0.56,0.56
setInterval,clearInterval,0.0625,0.8912,NAN,0.89,0.9,0.96,0.53,0.9,0.69,0.77
getRules,foldingRules,0.35,0.6608,0.0831,0.7,0.76,0.66,0.43,0.66,0.42,0.54
self_msgs,they_effects,0.05,0.0347,NAN,0.5,0.83,0.9,0.3,0.89,0.25,0.5
getInstanceProp,setInstanceProp,0,0.9478,0.0975,0.94,0.96,0.86,0.6,0.72,0.93,0.97
emptyText,blankText,0.8958,0.9564,0.966,0.67,0.73,0.69,0.11,0.92,0.44,0.72
minText,maxText,0,0.9564,NAN,0.95,0.9,0.93,0.65,0.99,0.71,0.86
maxText,disabledDaysText,0,0.0277,NAN,0.66,0.72,0.87,0.51,0.93,0.31,0.38
disabledDaysText,disabledDatesText,0.375,0.8956,0.6876,0.96,0.96,0.95,0.64,0.99,0.88,0.91
keywordMapper,buildinConstants,0.05,0.0347,NAN,0.41,0.65,0.75,0.48,0.77,0.06,0.41
VM,invokePartial,0.0358,0.1427,NAN,0.13,0.55,0.83,0.25,0.77,0.0,0.08
blendMode,currentBlendMode,0.75,0.9739,0.9186,0.79,0.88,0.78,0.69,0.79,0.5,0.53
touchmove,touchend,0.2323,0.8696,NAN,0.91,0.94,0.96,0.27,0.97,0.56,0.72
bindBuffer,ARRAY_BUFFER,0.2833,0.6348,NAN,0.51,0.81,0.96,0.72,0.65,0.08,0.46
click,mousedown,0.7857,0.9254,0.3079,0.57,0.69,0.76,0.52,0.91,0.0,0.28
files,players,0.159,0.1698,NAN,0.26,0.51,0.32,0.01,0.8,0.29,0.5
_owner,nextElement,0.025,0.0347,NAN,0.28,0.59,0.84,0.34,0.36,0.09,0.32
child,face,0.125,0.3694,NAN,0.12,0.46,0.32,0.14,0.5,0.0,0.4
displayMsg,emptyMsg,0.2045,0.6679,NAN,0.47,0.8,0.79,0.24,0.88,0.5,0.65
pseudoElements,pseudoClasses,0.475,0.7913,NAN,0.71,0.75,0.78,0.74,0.99,0.57,0.75
lastName,firstName,0.0625,0.9022,NAN,0.9,0.94,0.97,0.41,0.9,0.67,0.78
Int16Array,Uint16Array,0.453,0.951,NAN,0.91,0.91,0.94,0.18,0.83,0.82,0.86
startSymbol,endSymbol,0.047,0.9838,NAN,0.94,0.91,0.97,0.6,0.98,0.55,0.68
decrypt,ciphertext,0.3595,0.8369,NAN,0.63,0.77,0.86,0.19,0.58,0.2,0.45
rlocalProtocol,rurl,0.3235,0.5857,NAN,0.66,0.6,0.67,0.47,0.91,0.21,0.25
hSpace,popupFeatures,0.0177,0.1427,0,0.25,0.48,0.6,0.49,0.86,0.23,0.35
linkTab,alignMiddle,0.0625,0.0869,NAN,0.4,0.46,0.62,0.12,NAN,0.27,0.45
lockRatio,alignRight,0,0.1391,NAN,0.47,0.45,0.57,0.13,0.74,0.2,0.55
substr,substring,1,0.9303,0.8889,0.91,0.86,0.9,0.64,0.97,0.67,0.67
change,submit,0.4,0.426,NAN,0.59,0.67,0.52,0.33,0.82,0.0,0.5
columns,menus,0.4,0.5565,0.0404,0.35,0.5,0.4,0.18,0.52,0.29,0.5
deltaX,deltaY,0.2,0.8956,NAN,0.98,0.96,0.99,0.64,0.95,0.83,0.92
MINUTE,SECOND,0.125,0.9564,NAN,0.77,0.85,0.95,0.29,0.99,0.0,0.5
onDragStart,onDragEnd,0.1457,0.9783,NAN,0.95,0.93,0.88,0.27,0.96,0.55,0.68
expect,bp,0.0578,0.0368,0.1062,0.05,0.48,0.22,0.05,0.07,0.17,0.25
items,files,0.575,0.5826,0.7505,0.3,0.59,0.38,0.28,0.77,0.4,0.6
disabled,visible,0.175,0.713,NAN,0.36,0.51,0.52,0.42,0.74,0.62,0.75
round,sqrt,0.0227,0.5732,NAN,0.6,0.78,0.77,0.85,0.76,0.0,0.4
teal,lightgrey,0.25,0.8696,NAN,0.25,0.7,0.87,0.39,NAN,0.11,0.28
navy,lightblue,0.3638,0.9525,0.231,0.38,0.76,0.87,0.35,0.9,0.0,0.22
navy,magenta,0.25,0.905,NAN,0.38,0.74,0.74,0.38,0.87,0.14,0.36
equal,cut,0.0455,0.1224,NAN,0.09,0.51,0.09,0.15,0.34,0.2,0.4
start,begin,0.925,0.9739,NAN,0.58,0.67,0.48,0.69,0.85,0.0,0.5
visible,showing,0.85,0.9303,NAN,0.55,0.7,0.54,-0.15,0.66,0.0,0.5
arrayClass,boolClass,0.1922,0.6387,NAN,0.65,0.76,0.84,0.31,0.97,0.5,0.7
me,br,0.159,0.0986,NAN,0.06,0.62,0.16,0.35,0.46,0.0,0.5
dispatchIDs,_dispatchIDs,0.7955,0.9525,NAN,0.78,0.88,0.78,0.5,0.43,0.92,0.92
getAnimation,depot,0.0227,0.0277,NAN,0.19,0.57,0.78,0.44,0.59,0.17,0.29
cx,sx,0.4107,0.4409,NAN,0.45,0.77,0.61,0.52,0.68,0.5,0.75
records,entries,0.9062,0.8857,1,0.41,0.53,0.52,0.14,0.76,0.29,0.57
adjusted_scale,rangy,0.3333,0.4782,0.242,0.27,0.39,0.27,0.35,NAN,0.0,0.18
vSpace,advisoryTitleInputLabel,0.0578,0.0569,0.0478,0.38,0.47,0.53,0.38,NAN,0.17,0.22
start,searches,0.1043,0.1521,NAN,0.21,0.47,0.27,-0.16,0.45,0.38,0.5
len,ln,0.85,0.8956,0.8428,0.66,0.75,0.72,0.6,0.85,0.67,0.67
self,that,0.175,0.3999,0.4594,0.28,0.7,0.62,0.1,0.88,0.0,0.5
y,z,0.475,0.6608,NAN,0.58,0.86,0.73,0.58,0.84,0.0,0.5
element,elm,0.8862,0.9525,NAN,0.58,0.73,0.6,0.37,0.84,0.43,0.43
id,userid,0.8182,0.8578,0.8708,0.56,0.67,0.45,-0.02,0.77,0.33,0.33
miny,ypos,0.2955,0.6916,0.0247,0.27,0.7,0.6,0.4,0.75,0.0,0.5
newLength,Group,0.0295,0.0177,NAN,0.15,0.41,0.1,0.13,0.32,0.0,0.28
colspan,assignTo,0.0588,0.0793,NAN,0.1,0.39,0.21,0.22,0.08,0.12,0.44
setScrollTop,prefixWith,0.0973,0.1594,NAN,-0.15,0.22,0.03,0.32,0.84,0.0,0.42
getMinutes,getUTCMinutes,0.797,0.9348,0.9794,0.93,0.87,0.87,0.28,0.95,0.77,0.77
FONTDATA,FONTS,0.5833,0.8912,NAN,0.92,0.92,0.95,0.54,0.75,0.5,0.56
ReactEmptyComponent,renderToStaticMarkup,0.0735,0.0485,NAN,0.6,0.65,0.65,0.22,0.55,0.1,0.52
VERSION,geoJson,0.0938,0.1195,0.1606,0.16,0.32,0.09,0.25,0.48,0.0,0.5
s1,s2,0.4615,0.7592,NAN,0.97,0.96,0.99,0.56,0.89,0.5,0.75
precondition,prereq,0.8393,0.9254,0.8173,0.57,0.75,0.88,0.71,0.86,0.25,0.38
setAttributeNode,createAttribute,0.3928,0.7764,NAN,0.69,0.74,0.94,0.43,0.75,0.5,0.62
Connection,Client,0.2082,0.413,NAN,0.74,0.74,0.87,0.36,0.81,0.3,0.45
dom__FixedSizeListIterator,_dom_pos,0.225,0.5043,NAN,0.46,0.64,0.86,0.91,NAN,0.15,0.21
v2,v3,0.2917,0.8043,NAN,0.85,0.9,0.92,0.5,0.91,0.5,0.75
onAdd,onRemove,0.025,0.9739,NAN,0.81,0.86,0.91,0.46,0.94,0.25,0.44
destroy,clear,0.675,0.8435,0.8296,0.55,0.69,0.63,0.55,0.93,0.14,0.43
panelTitle,panelTitle1,0.923,0.9598,0.625,0.92,0.96,0.86,0.69,NAN,0.91,0.91
__dependency1__,__dependency2__,0.4375,0.9186,NAN,1.0,0.98,0.96,0.65,0.82,0.93,0.97
minVal,minValue,0.9583,0.9564,0.6913,0.84,0.89,0.65,-0.2,0.77,0.75,0.75
ace,__ace_shadowed__,0.5,0.8174,0.3489,0.44,0.66,0.84,0.69,NAN,0.19,0.19
m1,m2,0.6607,0.8696,NAN,0.94,0.93,0.89,0.69,0.84,0.5,0.75
latitude,longitude,0.0207,0.9564,NAN,0.91,0.94,0.97,0.67,0.96,0.67,0.78
cols,rects,0.175,0.4521,NAN,0.41,0.66,0.4,-0.23,0.76,0.2,0.5
resetSize,popupFeatures,0.0358,0.1615,NAN,0.13,0.49,0.58,0.29,0.75,0.15,0.42
trim,separatedList,0.2045,0.336,NAN,0.3,0.36,0.22,0.02,NAN,0.15,0.23
parentWindow,scanner,0.0682,0.0039,NAN,0.14,0.34,0.06,0.2,0.26,0.17,0.38
targetPopup,popupResizable,0.2955,0.6204,NAN,0.51,0.63,0.85,0.45,NAN,0.07,0.43
popupToolbar,popupDependent,0.173,0.6186,0.3865,0.63,0.75,0.9,0.34,NAN,0.36,0.61
split,shim,0.2728,0.3595,0.242,0.21,0.45,0.16,0.04,0.35,0.4,0.6
generalTab,advancedTab,0.3333,0.8696,0,0.63,0.76,0.91,0.77,0.98,0.27,0.59
ELEMENT_NODE,TEXT_NODE,0.4808,0.8195,0.8147,0.82,0.79,0.87,0.34,0.94,0.58,0.67
rlocalProtocol,rprotocol,0.6785,0.8881,0.9428,0.92,0.78,0.77,0.47,0.81,0.57,0.61
listeners,cbs,0.125,0.1391,0.143,0.55,0.62,0.55,0.28,0.76,0.11,0.22
user,person,0.9375,0.8912,0.8462,0.55,0.73,0.72,0.19,0.81,0.17,0.42
onPlay,onPause,0.1608,0.8881,NAN,0.83,0.83,0.84,0.17,0.94,0.43,0.64
re,destruct,0.0207,0.0652,0.0247,0.12,0.45,0.12,-0.04,0.46,0.12,0.19
translateX,translateY,0.225,0.9478,NAN,0.98,0.97,0.97,0.64,0.94,0.9,0.95
click,dblclick,0.2333,0.9653,NAN,0.75,0.75,0.66,0.39,0.82,0.62,0.62
columns,requests,0.1362,0.1224,NAN,0.24,0.49,0.31,0.17,0.75,0.25,0.56
oMatchesSelector,msMatchesSelector,0.6667,0.8912,0.4824,0.92,0.96,0.94,0.63,1.0,0.88,0.91
a11,b12,0.2308,0.6788,0.1062,0.76,0.87,0.86,0.55,0.93,0.33,0.67
pink,brown,0.0385,0.7391,NAN,0.38,0.74,0.82,0.63,0.91,0.0,0.4
floor,abs,0.1138,0.4545,NAN,0.65,0.82,0.82,0.76,0.9,0.0,0.3
math,miny,0.0227,0.3123,NAN,0.47,0.63,0.44,0.27,0.35,0.25,0.62
toggle,isLength,0.0177,0.0123,0.1147,0.19,0.42,0.07,-0.04,0.32,0.12,0.44
found,rawFunc,0.0385,0.0968,NAN,0.06,0.42,0.15,-0.03,NAN,0.29,0.5
material,light,0.0832,0.3392,NAN,0.51,0.65,0.73,0.4,0.71,0.0,0.31
controller,mutator,0.325,0.3739,0.242,0.23,0.31,0.22,0.11,0.55,0.2,0.45
files,locations,0.5,0.5494,NAN,0.25,0.46,0.3,-0.04,0.82,0.22,0.39
files,problems,0.0535,0.0684,NAN,0.29,0.56,0.49,0.22,0.78,0.38,0.5
frames,markers,0.2115,0.5787,NAN,0.11,0.35,0.31,0.06,0.69,0.29,0.57
objects,shortcuts,0.1138,0.1461,NAN,0.2,0.38,0.42,0.12,0.69,0.33,0.56
a01,b11,0.173,0.4581,NAN,0.8,0.9,0.88,0.35,0.94,0.33,0.67
defHeaders,defHeaderName,0.5,0.9763,0.8124,0.82,0.9,0.92,0.68,0.5,0.69,0.73
right,bottom,0.1043,0.7827,NAN,0.69,0.84,0.89,0.68,0.93,0.0,0.42
count,total,0.8462,0.7994,0.7913,0.57,0.69,0.65,0.03,0.83,0.2,0.6
click,mouseup,0.5168,0.9131,0.143,0.51,0.67,0.73,0.34,0.9,0.0,0.36
inputs,resources,0.3845,0.6186,NAN,0.29,0.45,0.32,-0.03,0.78,0.22,0.44
advice,alternative,0.075,0.113,NAN,0.26,0.35,0.46,0.27,0.71,0.27,0.41
abs,sqrt,0.0227,0.7154,NAN,0.61,0.81,0.83,0.85,0.89,0.0,0.38
cells,segments,0.6155,0.7391,NAN,0.3,0.5,0.37,0.14,0.72,0.25,0.44
place,written,0.025,0.113,NAN,0.15,0.41,0.2,0.11,0.42,0.14,0.43
names,sources,0.575,0.5826,0.3489,0.37,0.54,0.52,0.11,0.81,0.29,0.5
minx,ymax,0.1043,0.6739,0.0404,0.58,0.79,0.71,0.27,0.83,0.25,0.62
segments,annotations,0.25,0.3178,NAN,0.27,0.39,0.38,0.21,0.74,0.18,0.45
ELEMENT_ARRAY_BUFFER,bufferData,0.475,0.8696,NAN,0.51,0.75,0.9,0.52,0.55,0.0,0.25
body,currants,0.15,0.2173,0.276,0.26,0.47,0.04,0.29,0.5,0.0,0.25
cfg,conf,1,0.905,0.9428,0.43,0.66,0.37,0.25,0.73,0.25,0.5
userA,userB,0.5192,0.9397,0.7958,0.95,0.94,0.95,0.4,0.97,0.8,0.9
keyup,deferId,0.075,0.0869,NAN,0.19,0.46,0.32,-0.11,0.43,0.14,0.43
columns,datasets,0.2045,0.4545,NAN,0.48,0.53,0.62,0.09,0.71,0.12,0.5
getBorderWidth,getPadding,0.4317,0.8103,0.5999,0.79,0.76,0.9,0.6,0.97,0.36,0.54
obj1,obj2,0.6362,0.7866,0.5967,0.97,0.96,0.95,0.57,0.85,0.75,0.88
limit,exponent,0.1818,0.336,NAN,0.19,0.5,0.41,0.01,0.77,0.12,0.38
camera,texture,0.0625,0.1738,NAN,0.23,0.56,0.6,0.35,0.62,0.14,0.5
selected,active,0.8125,0.9131,0.892,0.37,0.54,0.51,0.33,0.77,0.12,0.44
rows,columns,0.025,0.9217,NAN,0.72,0.78,0.81,0.34,0.86,0.29,0.43
body,agg,0.05,0.0869,NAN,0.17,0.55,0.15,-0.01,0.36,0.0,0.38
ui,secret,0.0625,0.0652,NAN,0.05,0.5,0.09,0.33,0.54,0.0,0.17
dataAndEvents,deepDataAndEvents,0.7143,0.851,0.8374,0.91,0.97,0.97,0.86,0.7,0.76,0.76
oDomRef,structuralType,0.0832,0,NAN,0.14,0.34,0.27,0.2,0.59,0.0,0.25
i,targ,NAN,NAN,0.0346,0.22,0.68,0.19,0.28,0.45,0.0,0.12
allocate,contextmenu,NAN,NAN,0.0831,0.02,0.27,0.15,0.18,0.47,0.18,0.45
objects,records,NAN,NAN,0.8931,0.5,0.58,0.59,0.36,0.77,0.14,0.57
λ0,φ0,NAN,NAN,0.242,0.92,0.91,0.89,0.41,NAN,0.5,0.75
idx,indx,NAN,NAN,0.9617,0.67,0.7,0.38,0.06,0.77,0.75,0.75
idx,ridx,NAN,NAN,0.3234,0.55,0.77,0.57,0.05,0.74,0.75,0.75
ranges,codes,NAN,NAN,0.0404,0.49,0.55,0.27,0.18,0.67,0.33,0.58
topLevelTarget,topLevelTargetID,NAN,NAN,0.7658,0.91,0.94,0.87,0.7,0.63,0.88,0.88
store,storage,NAN,NAN,0.7382,0.72,0.71,0.59,0.09,0.77,0.71,0.71
indices,positions,NAN,NAN,0.983,0.29,0.59,0.47,0.37,0.71,0.22,0.5
files,filenames,NAN,NAN,0.9186,0.8,0.76,0.76,0.34,0.78,0.56,0.56
λ0,λ1,NAN,NAN,0.1838,0.92,0.95,0.95,0.83,NAN,0.5,0.75
cosφ0,cosφ,NAN,NAN,0.7597,0.94,0.97,0.9,0.74,NAN,0.8,0.8
maxLine,maxLineLength,NAN,NAN,0.7225,0.82,0.88,0.88,0.59,0.83,0.54,0.54
alignCenter,alignMiddle,NAN,NAN,0.5563,0.87,0.9,0.94,0.58,0.94,0.45,0.73
targetFrame,targetFrameName,NAN,NAN,0.935,0.91,0.93,0.83,0.75,0.81,0.73,0.73
angle,radians,NAN,NAN,0.9052,0.63,0.78,0.88,0.44,0.83,0.14,0.43
events,rchecked,NAN,NAN,0.1819,0.19,0.31,0.18,-0.02,0.26,0.12,0.44
img,thumb,NAN,NAN,0.7658,0.45,0.6,0.54,0.13,0.7,0.2,0.4
PLACEHOLDER,vertexFormat,NAN,NAN,0.299,0.23,0.27,0.09,-0.22,0.44,0.0,0.46
angle,theta,NAN,NAN,0.9186,0.52,0.74,0.83,0.31,0.85,0.0,0.5
foo,bar,NAN,NAN,0.8168,0.71,0.83,0.81,0.5,0.8,0.0,0.5
$behaviour,foldingRules,NAN,NAN,0.0831,0.51,0.64,0.89,0.64,NAN,0.08,0.46
foo,abc,NAN,NAN,0.8196,0.44,0.78,0.58,0.4,0.76,0.0,0.5
cols,domains,NAN,NAN,0.1819,0.19,0.47,0.13,0.04,0.72,0.29,0.43
CallExpression,BlockStatement,NAN,NAN,0.242,0.62,0.67,0.79,0.35,0.65,0.07,0.5
raw,movie,NAN,NAN,0.276,0.05,0.39,0.18,0.29,0.31,0.0,0.3
err,er,NAN,NAN,0.8889,0.74,0.8,0.76,0.71,0.9,0.67,0.67
res,resp,NAN,NAN,0.9224,0.68,0.81,0.63,0.52,0.9,0.75,0.75
utils,util,NAN,NAN,0.9526,0.71,0.73,0.56,0.37,0.9,0.8,0.8
remove,focus,NAN,NAN,0.1062,0.27,0.6,0.54,0.28,0.75,0.0,0.42
items,records,NAN,NAN,0.7983,0.47,0.58,0.71,0.3,0.85,0.14,0.43
bindBuffer,ELEMENT_ARRAY_BUFFER,NAN,NAN,0.276,0.49,0.79,0.9,0.65,0.63,0.05,0.28
gray,silver,NAN,NAN,0.1147,0.4,0.77,0.83,0.22,0.82,0.0,0.33
get,facets,NAN,NAN,0.208,0.09,0.48,0.31,-0.0,0.3,0.33,0.42
files,images,NAN,NAN,0.807,0.47,0.6,0.49,-0.02,0.78,0.33,0.58
nodeLinkFn,childLinkFn,NAN,NAN,0.8763,0.84,0.89,0.94,0.47,0.75,0.55,0.73
b01,a03,NAN,NAN,0.0824,0.82,0.92,0.88,0.2,0.96,0.33,0.67
styleSelectLabel,tag_h4,NAN,NAN,0.1377,0.15,0.38,0.64,0.39,NAN,0.06,0.22
a24,a30,NAN,NAN,0.734,0.87,0.95,0.81,0.25,0.97,0.33,0.67
lightgreen,lightgrey,NAN,NAN,0.2172,0.94,0.97,0.95,0.76,NAN,0.8,0.85
id,sessionid,NAN,NAN,0.9169,0.41,0.55,0.45,0.12,0.71,0.22,0.22
expect,assume,NAN,NAN,0.7983,0.46,0.65,0.48,0.25,0.58,0.0,0.5
container,submenu,NAN,NAN,0.242,0.28,0.49,0.35,0.33,0.78,0.11,0.44
images,streams,NAN,NAN,0.0404,0.27,0.46,0.35,-0.09,0.67,0.14,0.5
btnModify,btnSetValue,NAN,NAN,0.8292,0.6,0.75,0.83,0.55,NAN,0.27,0.55
setMinutes,setSeconds,NAN,NAN,0.0593,0.77,0.86,0.97,0.72,0.99,0.4,0.7
styleSelectLabel,cssClassInputLabel,NAN,NAN,0.8547,0.64,0.74,0.94,0.74,NAN,0.44,0.67
item,record,NAN,NAN,0.9662,0.29,0.57,0.66,0.18,0.77,0.0,0.33
destroy,dispose,NAN,NAN,0.3022,0.48,0.63,0.5,0.5,0.85,0.29,0.64
on,immediate,NAN,NAN,0.208,0.1,0.51,0.25,-0.03,0.42,0.0,0.11
equals,same,NAN,NAN,0.7225,0.58,0.68,0.67,0.43,0.65,0.17,0.42
wrapper,scroller,NAN,NAN,0.0404,0.39,0.52,0.46,0.62,0.69,0.38,0.62
builtinConstants,buildinConstants,NAN,NAN,0.9023,0.91,0.92,0.93,0.34,0.97,0.94,0.97
